A1BG	A1BG
AGOS_AFR412C	SARS2
SPAC25B8.06c	SARS2
MGG_03230	SARS2
NCU09594	SARS2
Os11g0610900	SARS2
Pmpca	PMPCA
pmpca	PMPCA
CG8728	PMPCA
AgaP_AGAP008086	PMPCA
mppa-1	PMPCA
MAS2	PMPCA
KLLA0E11573g	PMPCA
mas2	PMPCA
MGG_05258	PMPCA
NCU06270	PMPCA
Os01g0966300	PMPCA
LOC714870	ALDH4A1
Aldh4a1	ALDH4A1
aldh4a1	ALDH4A1
P5CDh1	ALDH4A1
AgaP_AGAP004366	ALDH4A1
alh-6	ALDH4A1
PUT2	ALDH4A1
KLLA0C10549g	ALDH4A1
AGOS_AAL071C	ALDH4A1
SPBC24C6.04	ALDH4A1
MGG_17513	ALDH4A1
NCU03076	ALDH4A1
Ovca2	OVCA2
ovca2	OVCA2
LOC100333950	OVCA2
CG5412	OVCA2
U483_ANOGA	OVCA2
C25G4.2	OVCA2
Ddx47	DDX47
ddx47	DDX47
CG9253	DDX47
AgaP_AGAP009808	DDX47
CELE_T26G10.1	DDX47
RRP3	DDX47
KLLA0C14608g	DDX47
AGOS_AAL041C	DDX47
SPAC823.08c	DDX47
MGG_17539	DDX47
NCU04504	DDX47
AT5G60990	DDX47
Os03g0669000	DDX47
Exosc2	EXOSC2
exosc2	EXOSC2
Rrp4	EXOSC2
AgaP_AGAP011211	EXOSC2
exos-2	EXOSC2
RRP4	EXOSC2
KLLA0E12739g	EXOSC2
AGOS_AAL034C	EXOSC2
SPAC2F7.14c	EXOSC2
MGG_08100	EXOSC2
NCU04009	EXOSC2
Os04g0520000	EXOSC2
Trmt5	TRMT5
trmt5	TRMT5
CG32281	TRMT5
AgaP_AGAP006124	TRMT5
C53A5.17	TRMT5
KLLA0E12761g	TRMT5
AGOS_AAL033W	TRMT5
trm5	TRMT5
MGG_04562	TRMT5
NCU09311	TRMT5
AT3G56120	TRMT5
Os02g0606301	TRMT5
Nadsyn1	NADSYN1
nadsyn1	NADSYN1
CG9940	NADSYN1
AgaP_AGAP000112	NADSYN1
QNS1	NADSYN1
KLLA0D13024g	NADSYN1
AGOS_AGR358W	NADSYN1
SPCC553.02	NADSYN1
NCU04648	NADSYN1
AT1G55090	NADSYN1
Os07g0167100	NADSYN1
Ppme1	PPME1
ppme1	PPME1
CG5068	PPME1
AgaP_AGAP008336	PPME1
B0464.9	PPME1
PPE1	PPME1
KLLA0D13046g	PPME1
AGOS_AGR359C	PPME1
SPBP4H10.17c	PPME1
MGG_15748	PPME1
NCU00954	PPME1
AT4G10050	PPME1
Os04g0443500	PPME1
Pptc7	PPTC7
pptc7b	PPTC7
CG12091	PPTC7
AgaP_AGAP002141	PPTC7
W09D10.4	PPTC7
PTC7	PPTC7
KLLA0D13134g	PPTC7
azr1	PPTC7
MGG_00166	PPTC7
NCU00958	PPTC7
AT4G16580	PPTC7
pptc7	PPTC7
Upf2	UPF2
upf2	UPF2
AgaP_AGAP000337	UPF2
NMD2	UPF2
KLLA0D13156g	UPF2
AGOS_AGR364C	UPF2
MGG_06063	UPF2
NCU05267	UPF2
AT2G39260	UPF2
C9H17orf47	SEPT4
Sept4	SEPT4
sept4b	SEPT4
CDC12	SEPT4
KLLA0E21583g	SEPT4
AGOS_AER238C	SEPT4
spn4	SEPT4
MGG_07466	SEPT4
NCU03795	SEPT4
LOC100485625	SEPT4
Mocs3	MOCS3
mocs3	MOCS3
CG13090	MOCS3
MOCS3_ANOGA	MOCS3
moc-3	MOCS3
KLLA0E21363g	MOCS3
AGOS_AER248W	MOCS3
SPAC2G11.10c	MOCS3
MGG_05569	MOCS3
NCU00736	MOCS3
CNX5	MOCS3
Os02g0525400	MOCS3
LOC100491723	MOCS3
Dnpep	DNPEP
dnpep	DNPEP
dnpp-1	DNPEP
APE4	DNPEP
KLLA0E21297g	DNPEP
aap1	DNPEP
MGG_10126	DNPEP
NCU00122	DNPEP
AT5G60160	DNPEP
Os12g0236500	DNPEP
Lsm12	LSM12
lsm12b	LSM12
lsm12a	LSM12
CG15735	LSM12
AgaP_AGAP002167	LSM12
Fam96b	FAM96B
fam96b	FAM96B
CG7949	FAM96B
AgaP_AGAP005422	FAM96B
F45G2.10	FAM96B
CIA2	FAM96B
KLLA0F24332g	FAM96B
AGOS_AGR343W	FAM96B
SPAC144.16	FAM96B
MGG_03615	FAM96B
NCU02573	FAM96B
AT1G68310	FAM96B
Os04g0595200	FAM96B
Imp3	IMP3
imp3	IMP3
CG4866	IMP3
AgaP_AGAP006372	IMP3
C48B6.2	IMP3
KLLA0E15995g	IMP3
AGOS_ADL131C	IMP3
MGG_04201	IMP3
NCU01008	IMP3
AT5G15750	IMP3
Os04g0662100	IMP3
Dna2	DNA2
dna2	DNA2
CG2990	DNA2
AgaP_AGAP004685	DNA2
dna-2	DNA2
MGG_02491	DNA2
emb2411	DNA2
Os04g0588200	DNA2
Nmd3	NMD3
nmd3	NMD3
AgaP_AGAP005375	NMD3
T25G3.3	NMD3
KLLA0A05159g	NMD3
AGOS_AER299C	NMD3
MGG_05817	NMD3
NCU08663	NMD3
AT2G03820	NMD3
Os10g0573900	NMD3
Tex261	TEX261
tex261	TEX261
CG3500	TEX261
AgaP_AGAP011456	TEX261
SVP26	TEX261
KLLA0A09295g	TEX261
AGOS_AFR127W	TEX261
MGG_08706	TEX261
NCU00778	TEX261
Pigt	PIGT
pigt	PIGT
CG11190	PIGT
AgaP_AGAP008540	PIGT
GPI16	PIGT
KLLA0A09515g	PIGT
AGOS_ADR333C	PIGT
MGG_03759	PIGT
NCU05644	PIGT
AT3G07140	PIGT
Os11g0479232	PIGT
LOC700335	PTRH1
Ptrh1	PTRH1
ptrh1	PTRH1
AT1G18440	PTRH1
Os01g0693900	PTRH1
LOC100497487	PTRH1
Smyd5	SMYD5
smyd5	SMYD5
CG3353	SMYD5
AgaP_AGAP003552	SMYD5
Ppp2r4	PTPA
ppp2r4	PTPA
Ptpa	PTPA
AgaP_AGAP008652	PTPA
Y71H2AM.20	PTPA
RRD2	PTPA
KLLA0F11187g	PTPA
AGOS_ACR139C	PTPA
SPAC1782.05	PTPA
MGG_09935	PTPA
NCU03269	PTPA
AT4G08960	PTPA
Os06g0219800	PTPA
Slc25a32	SLC25A32
slc25a32b	SLC25A32
slc25a32a	SLC25A32
CG8026	SLC25A32
AgaP_AGAP007653	SLC25A32
K01C8.7	SLC25A32
FLX1	SLC25A32
KLLA0F04697g	SLC25A32
AGOS_AER366W	SLC25A32
SPBC27B12.09c	SLC25A32
MGG_03974	SLC25A32
NCU04180	SLC25A32
FOLT1	SLC25A32
Os03g0734700	SLC25A32
slc25a32	SLC25A32
Diexf	DIEXF
diexf	DIEXF
CG3735	DIEXF
AgaP_AGAP011170	DIEXF
UTP25	DIEXF
KLLA0E08229g	DIEXF
AGOS_ADL209C	DIEXF
SPCC1827.01c	DIEXF
MGG_10652	DIEXF
NCU01022	DIEXF
NOF1	DIEXF
Os05g0295100	DIEXF
Ppcs	PPCS
ppcs	PPCS
AgaP_AGAP004311	PPCS
Y71H2AM.6	PPCS
CAB2	PPCS
KLLA0E08757g	PPCS
AGOS_AGR391W	PPCS
SPCC4B3.18	PPCS
MGG_17982	PPCS
NCU09090	PPCS
COAB	PPCS
AT5G02080	PPCS
Os08g0176100	PPCS
Os02g0575200	PPCS
LOC451005	CYB5R2
LOC710527	CYB5R2
Cyb5r2	CYB5R2
cyb5r2	CYB5R2
CG5946	CYB5R2
AgaP_AGAP011300	CYB5R2
CELE_T05H4.4	CYB5R2
hpo-19	CYB5R2
KLLA0F27621g	CYB5R2
AGOS_ADL087W	CYB5R2
SPCC970.03	CYB5R2
MGG_06289	CYB5R2
NCU00216	CYB5R2
Allc	ALLC
allc	ALLC
AgaP_AGAP004501	ALLC
DAL2	ALLC
KLLA0B04422g	ALLC
AGOS_AER162C	ALLC
SPAC1F7.09c	ALLC
MGG_11871	ALLC
NCU01816	ALLC
Vps35	VPS35
vps35	VPS35
AgaP_AGAP007683	VPS35
vps-35	VPS35
KLLA0B07535g	VPS35
AGOS_AEL107W	VPS35
MGG_05089	VPS35
NCU06284	VPS35
VPS35B	VPS35
Os03g0801600	VPS35
Isyna1	ISYNA1
Inos	ISYNA1
AgaP_AGAP011830	ISYNA1
inos-1	ISYNA1
INO1	ISYNA1
KLLA0D16412g	ISYNA1
MGG_13185	ISYNA1
NCU06666	ISYNA1
MIPS3	ISYNA1
MIPS2	ISYNA1
MIPS1	ISYNA1
Os03g0192700	ISYNA1
isyna1	ISYNA1
Trmt61a	TRMT61A
trmt61a	TRMT61A
CG14544	TRMT61A
AgaP_AGAP003966	TRMT61A
CELE_W02A11.1	TRMT61A
GCD14	TRMT61A
KLLA0E15225g	TRMT61A
AGOS_AFL214C	TRMT61A
cpd1	TRMT61A
AT5G14600	TRMT61A
Os04g0326300	TRMT61A
Gfm2	GFM2
gfm2	GFM2
EF-G2	GFM2
RRF2M_ANOGA	GFM2
Y119D3B.14	GFM2
MEF2	GFM2
KLLA0F13992g	GFM2
AGOS_AFR085W	GFM2
SPBC660.10	GFM2
MGG_01433	GFM2
NCU07021	GFM2
Pigw	PIGW
pigw	PIGW
CG18173	PIGW
CG9870	PIGW
AgaP_AGAP009280	PIGW
hpo-20	PIGW
GWT1	PIGW
AGOS_AFR094C	PIGW
MGG_01198	PIGW
NCU00913	PIGW
AT4G17910	PIGW
Os03g0378200	PIGW
LOC706419	SKIV2L2
Skiv2l2	SKIV2L2
skiv2l2	SKIV2L2
l(2)35Df	SKIV2L2
AgaP_AGAP009600	SKIV2L2
mtr-4	SKIV2L2
MTR4	SKIV2L2
KLLA0F01364g	SKIV2L2
AGOS_AEL181C	SKIV2L2
mtr4	SKIV2L2
MGG_03931	SKIV2L2
NCU03363	SKIV2L2
AT1G59760	SKIV2L2
Adat2	ADAT2
adat2	ADAT2
CG5292	ADAT2
AgaP_AGAP013244	ADAT2
CELE_JC8.4	ADAT2
tad2	ADAT2
emb2191	ADAT2
Os03g0321900	ADAT2
Vps53	VPS53
vps53	VPS53
CG3338	VPS53
AgaP_AGAP006623	VPS53
vps-53	VPS53
MGG_01331	VPS53
NCU03024	VPS53
HIT1	VPS53
AT1G50970	VPS53
Os01g0906200	VPS53
LOC100496110	VPS53
LOC706051	MEMO1
Memo1	MEMO1
memo1	MEMO1
CG8031	MEMO1
AgaP_AGAP010011	MEMO1
tag-253	MEMO1
MHO1	MEMO1
KLLA0A11836g	MEMO1
AGOS_AGR321W	MEMO1
SPAC4H3.04c	MEMO1
MGG_04091	MEMO1
NCU11386	MEMO1
AT2G25280	MEMO1
Os08g0299000	MEMO1
LOC719582	PIGM
Pigm	PIGM
pigm	PIGM
CG9865	PIGM
AgaP_AGAP010434	PIGM
B0491.1	PIGM
GPI14	PIGM
KLLA0D09647g	PIGM
AGOS_ACR034W	PIGM
gpi14	PIGM
MGG_09243	PIGM
NCU06057	PIGM
PNT1	PIGM
Os03g0670200	PIGM
Denr	DENR
LOC687565	DENR
denr	DENR
CG9099	DENR
AgaP_AGAP006125	DENR
Y47D3A.21	DENR
TMA22	DENR
KLLA0F21934g	DENR
AGOS_ACL112C	DENR
SPBC16C6.05	DENR
MGG_04504	DENR
NCU02984	DENR
AT5G11900	DENR
Os01g0195500	DENR
Apip	APIP
apip	APIP
CG11134	APIP
MTNB_ANOGA	APIP
ZC373.5	APIP
MDE1	APIP
AGOS_ACL126W	APIP
SPAC20H4.05c	APIP
MGG_01608	APIP
NCU09264	APIP
AT5G53850	APIP
Os11g0484000	APIP
Hectd2	HECTD2
hectd2	HECTD2
Isy1	ISY1-RAB43
rab43	ISY1-RAB43
CG9667	ISY1-RAB43
AgaP_AGAP004225	ISY1-RAB43
F53B7.3	ISY1-RAB43
AT3G18790	ISY1-RAB43
Os02g0602500	ISY1-RAB43
isy1	ISY1-RAB43
Dtymk	DTYMK
dtymk	DTYMK
CG5757	DTYMK
AgaP_AGAP005260	DTYMK
R53.2	DTYMK
KLLA0B06556g	DTYMK
AGOS_AFR369W	DTYMK
tmp1	DTYMK
MGG_09457	DTYMK
NCU07773	DTYMK
ZEU1	DTYMK
Os07g0639900	DTYMK
Cct5	CCT5
cct5	CCT5
AgaP_AGAP008249	CCT5
cct-5	CCT5
KLLA0B13882g	CCT5
AGOS_AFR418W	CCT5
MGG_11889	CCT5
NCU03980	CCT5
AT1G24510	CCT5
Os06g0562600	CCT5
Rfc4	RFC4
rfc4	RFC4
CG8142	RFC4
AgaP_AGAP003093	RFC4
KLLA0B13992g	RFC4
AGOS_AFR422W	RFC4
rfc2	RFC4
MGG_04389	RFC4
NCU02687	RFC4
EMB1968	RFC4
Os12g0176500	RFC4
Itpa	ITPA
itpa	ITPA
LOC101882233	ITPA
CG8891	ITPA
AgaP_AGAP008374	ITPA
hap-1	ITPA
SPCC830.10	ITPA
MGG_06911	ITPA
NCU01441	ITPA
AT4G13720	ITPA
Os10g0457500	ITPA
LOC485060	DOHH
Dohh	DOHH
dohh	DOHH
nero	DOHH
AgaP_AGAP002129	DOHH
dohh-1	DOHH
LIA1	DOHH
KLLA0B14080g	DOHH
AGOS_AFR426C	DOHH
mmd1	DOHH
MGG_01725	DOHH
NCU05252	DOHH
AT3G58180	DOHH
Os12g0163300	DOHH
Os12g0626100	DOHH
LOC100145112	DOHH
Pemt	PEMT
pemt	PEMT
OPI3	PEMT
KLLA0B14234g	PEMT
AGOS_AFR431C	PEMT
cho1	PEMT
MGG_01295	PEMT
NCU04699	PEMT
Vps25	VPS25
vps25	VPS25
AgaP_AGAP011497	VPS25
vps-25	VPS25
MGG_01031	VPS25
NCU03898	VPS25
Os01g0658500	VPS25
Sacm1l	SACM1L
sacm1la	SACM1L
sacm1lb	SACM1L
Sac1	SACM1L
AgaP_AGAP000891	SACM1L
sac-1	SACM1L
KLLA0B14388g	SACM1L
AGOS_AER447C	SACM1L
SPBC19F5.03	SACM1L
MGG_11279	SACM1L
NCU00896	SACM1L
RHD4	SACM1L
ATSAC1B	SACM1L
Os02g0554300	SACM1L
Os11g0309000	SACM1L
Prkrip1	PRKRIP1
prkrip1	PRKRIP1
LOC699219	PIGN
Pign	PIGN
pign	PIGN
CG2292	PIGN
AgaP_AGAP003222	PIGN
CELE_Y54E10BR.1	PIGN
MCD4	PIGN
KLLA0B07249g	PIGN
AGOS_AEL113C	PIGN
its8	PIGN
MGG_01837	PIGN
NCU07999	PIGN
AT3G01380	PIGN
Os02g0581000	PIGN
Srprb	SRPRB
LOC101750392	SRPRB
srprb	SRPRB
SrpRbeta	SRPRB
AgaP_AGAP006688	SRPRB
R186.3	SRPRB
AT5G05670	SRPRB
AT2G18770	SRPRB
Os08g0524000	SRPRB
Carkd	NAXD
zgc:171429	NAXD
CG10424	NAXD
AgaP_AGAP011983	NAXD
YKL151C	NAXD
KLLA0D04510g	NAXD
AGOS_ACR055W	NAXD
SPCC61.03	NAXD
MGG_13834	NAXD
NCU02513	NAXD
AT5G19150	NAXD
Os11g0276300	NAXD
carkd	NAXD
Polr3h	POLR3H
polr3h	POLR3H
CG7339	POLR3H
AgaP_AGAP012122	POLR3H
ZK856.10	POLR3H
RPC25	POLR3H
KLLA0E13751g	POLR3H
AGOS_ACR049W	POLR3H
rpc25	POLR3H
MGG_10830	POLR3H
AT1G06790	POLR3H
Os07g0477000	POLR3H
Ltv1	LTV1
ltv1	LTV1
CG7686	LTV1
AgaP_AGAP010572	LTV1
T23D8.3	LTV1
Slc25a35	SLC25A35
slc25a35	SLC25A35
AgaP_AGAP005239	SLC25A35
AGOS_ABL023W	SLC25A35
Kti12	KTI12
kti12	KTI12
CG3587	KTI12
AgaP_AGAP005190	KTI12
CELE_Y57G11C.43	KTI12
KLLA0F02926g	KTI12
AGOS_ABL049C	KTI12
SPAC30.02c	KTI12
MGG_12920	KTI12
NCU00178	KTI12
DRL1	KTI12
Os11g0312782	KTI12
Utp11l	UTP11
utp11l	UTP11
CG1789	UTP11
AgaP_AGAP004336	UTP11
CELE_C16C10.2	UTP11
KLLA0F13508g	UTP11
AGOS_ABL032C	UTP11
SPAC18G6.06	UTP11
EDA14	UTP11
Os01g0810000	UTP11
LOC721834	CCDC94
Ccdc94	CCDC94
RGD1563937	CCDC94
RGD1560857	CCDC94
ccdc94	CCDC94
CG8435	CCDC94
AgaP_AGAP012306	CCDC94
F37C12.1	CCDC94
Dhx36	DHX36
si:dkey-119o24.1	DHX36
CG9323	DHX36
AgaP_AGAP008239	DHX36
AT2G35920	DHX36
AT1G48650	DHX36
AT5G04895	DHX36
AT2G01130	DHX36
dhx36	DHX36
Chmp3	CHMP3
chmp3	CHMP3
vps24	CHMP3
AgaP_AGAP003507	CHMP3
T27F7.1	CHMP3
KLLA0F25366g	CHMP3
AGOS_ABR049C	CHMP3
MGG_06670	CHMP3
NCU01791	CHMP3
VPS24.1	CHMP3
VPS24.2	CHMP3
Os03g0108400	CHMP3
Nfu1	NFU1
nfu1	NFU1
CG32857	NFU1
CG32500	NFU1
CG33502	NFU1
AgaP_AGAP000598	NFU1
lpd-8	NFU1
KLLA0F25476g	NFU1
AGOS_ABR045W	NFU1
SPBC1709.19c	NFU1
MGG_06993	NFU1
NCU01779	NFU1
NFU4	NFU1
NFU5	NFU1
Os05g0155300	NFU1
LOC711494	PAN3
Pan3	PAN3
pan3	PAN3
KLLA0E08097g	PAN3
AGOS_ACR172W	PAN3
MGG_02939	PAN3
NCU01929	PAN3
Prpf40a	PRPF40A
prpf40a	PRPF40A
ZK1098.1	PRPF40A
PRP40B	PRPF40A
PRP40A	PRPF40A
Gm5633	MRTO4
Mrto4	MRTO4
Gm9178	MRTO4
mrto4	MRTO4
RpLP0-like	MRTO4
AgaP_AGAP007644	MRTO4
F10E7.5	MRTO4
KLLA0B13563g	MRTO4
AGOS_ABR012C	MRTO4
mrt4	MRTO4
MGG_08908	MRTO4
NCU07547	MRTO4
AT1G25260	MRTO4
Os11g0105400	MRTO4
Chmp2a	CHMP2A
bc2	CHMP2A
vps2	CHMP2A
AgaP_AGAP001285	CHMP2A
vps-2	CHMP2A
DID4	CHMP2A
KLLA0B13343g	CHMP2A
AGOS_ABR002C	CHMP2A
did4	CHMP2A
MGG_05208	CHMP2A
NCU00435	CHMP2A
VPS2.1	CHMP2A
Os07g0236800	CHMP2A
chmp2a	CHMP2A
Dnm1l	DNM1L
dnm1l	DNM1L
Drp1	DNM1L
AgaP_AGAP008896	DNM1L
drp-1	DNM1L
KLLA0F12892g	DNM1L
AGOS_AAL174C	DNM1L
dnm1	DNM1L
MGG_06361	DNM1L
NCU09808	DNM1L
Os04g0381000	DNM1L
LOC714800	DDX31
Ddx31	DDX31
ddx31	DDX31
CG8611	DDX31
AgaP_AGAP010670	DDX31
DBP7	DDX31
KLLA0F13926g	DDX31
AGOS_AFR082C	DDX31
dbp7	DDX31
MGG_05810	DDX31
NCU06520	DDX31
AT2G40700	DDX31
Os05g0110500	DDX31
Unc50	UNC50
unc50	UNC50
CG9773	UNC50
AgaP_AGAP002901	UNC50
unc-50	UNC50
GMH1	UNC50
KLLA0F21230g	UNC50
AGOS_AFR073C	UNC50
mug16	UNC50
AT2G15240	UNC50
Os09g0109500	UNC50
Osgep	OSGEP
osgep	OSGEP
CG4933	OSGEP
AgaP_AGAP006952	OSGEP
Y71H2AM.1	OSGEP
KAE1	OSGEP
KLLA0F21450g	OSGEP
AGOS_AEL316W	OSGEP
pgp2	OSGEP
MGG_06931	OSGEP
NCU03836	OSGEP
AT4G22720	OSGEP
Os05g0194600	OSGEP
Tmem184b	TMEM184B
tmem184ba	TMEM184B
CG12004	TMEM184B
AgaP_AGAP006101	TMEM184B
F40E10.6	TMEM184B
tmem184b	TMEM184B
Trappc3	TRAPPC3
trappc3	TRAPPC3
Bet3	TRAPPC3
AgaP_AGAP013291	TRAPPC3
ZK1098.5	TRAPPC3
KLLA0F16126g	TRAPPC3
AGOS_AGR300W	TRAPPC3
bet3	TRAPPC3
MGG_04694	TRAPPC3
NCU05796	TRAPPC3
AT5G54750	TRAPPC3
Os03g0402000	TRAPPC3
Os07g0642300	TRAPPC3
Elac2	ELAC2
elac2	ELAC2
JhI-1	ELAC2
AgaP_AGAP009743	ELAC2
hoe-1	ELAC2
trz1	ELAC2
TRZ4	ELAC2
TRZ3	ELAC2
Os01g0232300	ELAC2
Rpf2	RPF2
rpf2	RPF2
CG7993	RPF2
AgaP_AGAP003048	RPF2
Y54E10A.10	RPF2
KLLA0A07931g	RPF2
AGOS_ADR215C	RPF2
SPAC926.08c	RPF2
MGG_10382	RPF2
NCU08595	RPF2
AT3G23620	RPF2
Os01g0513800	RPF2
Dhx35	DHX35
CG3225	DHX35
AgaP_AGAP010872	DHX35
Y67D2.6	DHX35
SPAC20H4.09	DHX35
MGG_02518	DHX35
NCU06735	DHX35
AT4G18465	DHX35
Os01g0212100	DHX35
dhx35	DHX35
Prpf19	PRPF19
prp19	PRPF19
Prp19	PRPF19
AgaP_AGAP007217	PRPF19
MAC3A	PRPF19
MAC3B	PRPF19
Os10g0466300	PRPF19
prpf19	PRPF19
Xpnpep1	XPNPEP1
xpnpep1	XPNPEP1
ApepP	XPNPEP1
AgaP_AGAP001037	XPNPEP1
app-1	XPNPEP1
Y45G5AM.2	XPNPEP1
FRA1	XPNPEP1
KLLA0F18128g	XPNPEP1
AGOS_AGL032C	XPNPEP1
SPAC22G7.01c	XPNPEP1
MGG_00476	XPNPEP1
NCU00112	XPNPEP1
APP1	XPNPEP1
Os11g0540100	XPNPEP1
LOC698056	DCAF13
Dcaf13	DCAF13
dcaf13	DCAF13
CG7275	DCAF13
AgaP_AGAP010305	DCAF13
ZK430.7	DCAF13
SOF1	DCAF13
KLLA0F15598g	DCAF13
AGOS_AAL157C	DCAF13
SPBC1A4.07c	DCAF13
MGG_03210	DCAF13
NCU01595	DCAF13
AT4G28450	DCAF13
Os01g0238900	DCAF13
Ddx27	DDX27
ddx27	DDX27
AgaP_AGAP011084	DDX27
Y71G12B.8	DDX27
Sbds	SBDS
LOC100858362	SBDS
sbds	SBDS
CG8549	SBDS
AgaP_AGAP007882	SBDS
sbds-1	SBDS
SDO1	SBDS
KLLA0F15532g	SBDS
AGOS_AAL154C	SBDS
sdo1	SBDS
MGG_05662	SBDS
NCU00476	SBDS
AT1G43860	SBDS
Os08g0107500	SBDS
Tmem97	TMEM97
LOC569147	TMEM97
tmem97	TMEM97
Rexo2	REXO2
smfn	REXO2
CG10214	REXO2
AgaP_AGAP012804	REXO2
AgaP_AGAP004759	REXO2
CELE_C08B6.8	REXO2
REX2	REXO2
KLLA0F08998g	REXO2
AGOS_ACR217C	REXO2
rex2	REXO2
MGG_04496	REXO2
AT2G26970	REXO2
Os02g0465500	REXO2
rexo2	REXO2
Gfm1	GFM1
gfm1	GFM1
ico	GFM1
EFGM_ANOGA	GFM1
CELE_F29C12.4	GFM1
MEF1	GFM1
KLLA0D05467g	GFM1
AGOS_ABR227C	GFM1
SPBC1306.01c	GFM1
MGG_14797	GFM1
NCU02955	GFM1
AT1G45332	GFM1
AT2G45030	GFM1
Os03g0565500	GFM1
Actr6	ACTR6
actr6	ACTR6
Arp6	ACTR6
AgaP_AGAP005857	ACTR6
arp-6	ACTR6
KLLA0F19063g	ACTR6
AGOS_AGR091W	ACTR6
arp6	ACTR6
MGG_05587	ACTR6
NCU05587	ACTR6
Os01g0269900	ACTR6
Cpsf2	CPSF2
cpsf2	CPSF2
Cpsf100	CPSF2
AgaP_AGAP002474	CPSF2
cpsf-2	CPSF2
CPSF100	CPSF2
Os09g0569400	CPSF2
LOC699931	CRNKL1
Crnkl1	CRNKL1
LOC102548514	CRNKL1
crnkl1	CRNKL1
crn	CRNKL1
AgaP_AGAP001879	CRNKL1
M03F8.3	CRNKL1
cwf4	CRNKL1
MGG_05720	CRNKL1
NCU02717	CRNKL1
AT5G41770	CRNKL1
AT3G13210	CRNKL1
AT5G45990	CRNKL1
Os05g0289400	CRNKL1
Os06g0523800	CRNKL1
Acss2	ACSS2
AcCoAS	ACSS2
AgaP_AGAP006569	ACSS2
acs-19	ACSS2
Os02g0525900	ACSS2
acss2	ACSS2
Dph5	DPH5
dph5	DPH5
AgaP_AGAP004412	DPH5
B0491.7	DPH5
KLLA0F22836g	DPH5
AGOS_AFR123W	DPH5
MGG_10496	DPH5
NCU07266	DPH5
AT4G31790	DPH5
Os03g0355800	DPH5
Vta1	VTA1
vta1	VTA1
CG7967	VTA1
AgaP_AGAP007542	VTA1
T23G11.7	VTA1
Abcb10	ABCB10
abcb10	ABCB10
CG3156	ABCB10
AgaP_AGAP002717	ABCB10
haf-3	ABCB10
haf-1	ABCB10
MDL2	ABCB10
KLLA0D00748g	ABCB10
AGOS_ACR022W	ABCB10
mdl1	ABCB10
MGG_06878	ABCB10
NCU04117	ABCB10
Os03g0755100	ABCB10
Coq9	COQ9
coq9	COQ9
CG30493	COQ9
AgaP_AGAP004842	COQ9
KLLA0D12320g	COQ9
AGOS_ACL147W	COQ9
MGG_15280	COQ9
NCU02403	COQ9
AT1G19140	COQ9
Os03g0405100	COQ9
Sec13	SEC13
sec13	SEC13
AgaP_AGAP003183	SEC13
npp-20	SEC13
KLLA0C16643g	SEC13
AGOS_ACR199C	SEC13
MGG_14666	SEC13
NCU04063	SEC13
AT2G30050	SEC13
AT3G01340	SEC13
Os02g0135800	SEC13
LOC709300	GPN3
Gpn3	GPN3
gpn3	GPN3
CG2656	GPN3
AgaP_AGAP001152	GPN3
CELE_Y75B8A.14	GPN3
KLLA0D18557g	GPN3
AGOS_AGL117C	GPN3
fet5	GPN3
MGG_00382	GPN3
NCU02658	GPN3
AT4G12790	GPN3
Os03g0337700	GPN3
Metap1	METAP1
metap1	METAP1
CG13630	METAP1
AgaP_AGAP003700	METAP1
map-1	METAP1
MAP1	METAP1
KLLA0D18436g	METAP1
AGOS_AGL122W	METAP1
fma1	METAP1
MGG_08139	METAP1
NCU06923	METAP1
Os10g0508400	METAP1
Shprh	SHPRH
shprh	SHPRH
CG7376	SHPRH
AgaP_AGAP007417	SHPRH
Adck1	ADCK1
adck1	ADCK1
CG3608	ADCK1
AgaP_AGAP012287	ADCK1
CELE_D2023.6	ADCK1
YLR253W	ADCK1
KLLA0F22946g	ADCK1
AGOS_AFR119C	ADCK1
SPBC15C4.02	ADCK1
MGG_00957	ADCK1
NCU04259	ADCK1
ATH9	ADCK1
Os03g0698350	ADCK1
Ncapd2	NCAPD2
ncapd2	NCAPD2
CAP-D2	NCAPD2
AgaP_AGAP003434	NCAPD2
YCS4	NCAPD2
KLLA0F20119g	NCAPD2
AGOS_AGR273C	NCAPD2
cnd1	NCAPD2
MGG_03487	NCAPD2
NCU09297	NCAPD2
AT3G57060	NCAPD2
Os07g0659500	NCAPD2
Ddx56	DDX56
ddx56	DDX56
Hlc	DDX56
AgaP_AGAP011147	DDX56
AgaP_AGAP011145	DDX56
CELE_C24H12.4	DDX56
DBP9	DDX56
KLLA0C04576g	DDX56
AGOS_AGR278C	DDX56
SPCC1494.06c	DDX56
MGG_04993	DDX56
NCU07070	DDX56
AT4G34910	DDX56
Os03g0728800	DDX56
Cpsf3	CPSF3
cpsf3	CPSF3
Cpsf73	CPSF3
AgaP_AGAP001224	CPSF3
cpsf-3	CPSF3
YSH1	CPSF3
KLLA0C04598g	CPSF3
AGOS_AGR279C	CPSF3
ysh1	CPSF3
MGG_01804	CPSF3
NCU03479	CPSF3
CPSF73-I	CPSF3
Os03g0852900	CPSF3
Guf1	GUF1
guf1	GUF1
waw	GUF1
AgaP_AGAP009971	GUF1
CELE_ZK1236.1	GUF1
KLLA0C04862g	GUF1
AGOS_AGR290W	GUF1
SPAC1B3.04c	GUF1
MGG_04686	GUF1
NCU05927	GUF1
AT5G39900	GUF1
